jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
Alabama,I2_MARKET_POSITION,61241,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 01000 Alabama -- Statewide.csv :: CSV data row 808, column 'avg_annual_pay' (area_fips=01000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Alabama -- Statewide', own_title='Private', annual_avg_emplvl=1717475, annual_avg_wkly_wage=1178, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 61241.0 in [30000, 130000]."
Alaska,I2_MARKET_POSITION,71480,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 02000 Alaska -- Statewide.csv :: CSV data row 425, column 'avg_annual_pay' (area_fips=02000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Alaska -- Statewide', own_title='Private', annual_avg_emplvl=253788, annual_avg_wkly_wage=1375, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 71480.0 in [30000, 130000]."
Arizona,I2_MARKET_POSITION,70192,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 04000 Arizona -- Statewide.csv :: CSV data row 903, column 'avg_annual_pay' (area_fips=04000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Arizona -- Statewide', own_title='Private', annual_avg_emplvl=2814912, annual_avg_wkly_wage=1350, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 70192.0 in [30000, 130000]."
Arkansas,I2_MARKET_POSITION,58721,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 05000 Arkansas -- Statewide.csv :: CSV data row 674, column 'avg_annual_pay' (area_fips=05000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Arkansas -- Statewide', own_title='Private', annual_avg_emplvl=1097701, annual_avg_wkly_wage=1129, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 58721.0 in [30000, 130000]."
California,I2_MARKET_POSITION,92116,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 06000 California -- Statewide.csv :: CSV data row 1137, column 'avg_annual_pay' (area_fips=06000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='California -- Statewide', own_title='Private', annual_avg_emplvl=15546764, annual_avg_wkly_wage=1771, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 92116.0 in [30000, 130000]."
Colorado,I2_MARKET_POSITION,81426,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 08000 Colorado -- Statewide.csv :: CSV data row 662, column 'avg_annual_pay' (area_fips=08000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Colorado -- Statewide', own_title='Private', annual_avg_emplvl=2436000, annual_avg_wkly_wage=1566, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 81426.0 in [30000, 130000]."
Connecticut,I2_MARKET_POSITION,88959,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 09000 Connecticut -- Statewide.csv :: CSV data row 577, column 'avg_annual_pay' (area_fips=09000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Connecticut -- Statewide', own_title='Private', annual_avg_emplvl=1459801, annual_avg_wkly_wage=1711, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 88959.0 in [30000, 130000]."
Delaware,I2_MARKET_POSITION,72500,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 10000 Delaware -- Statewide.csv :: CSV data row 390, column 'avg_annual_pay' (area_fips=10000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Delaware -- Statewide', own_title='Private', annual_avg_emplvl=409731, annual_avg_wkly_wage=1394, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 72500.0 in [30000, 130000]."
District of Columbia,I2_MARKET_POSITION,118001,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 11000 District of Columbia, not unknown.csv :: CSV data row 312, column 'avg_annual_pay' (area_fips=11000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='District of Columbia, not unknown', own_title='Private', annual_avg_emplvl=524284, annual_avg_wkly_wage=2269, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 118001.0 in [30000, 130000]."
Florida,I2_MARKET_POSITION,69298,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 12000 Florida -- Statewide.csv :: CSV data row 885, column 'avg_annual_pay' (area_fips=12000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Florida -- Statewide', own_title='Private', annual_avg_emplvl=8729175, annual_avg_wkly_wage=1333, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 69298.0 in [30000, 130000]."
Georgia,I2_MARKET_POSITION,71592,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 13000 Georgia -- Statewide.csv :: CSV data row 708, column 'avg_annual_pay' (area_fips=13000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Georgia -- Statewide', own_title='Private', annual_avg_emplvl=4183693, annual_avg_wkly_wage=1377, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 71592.0 in [30000, 130000]."
Hawaii,I2_MARKET_POSITION,64847,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 15000 Hawaii -- Statewide.csv :: CSV data row 496, column 'avg_annual_pay' (area_fips=15000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Hawaii -- Statewide', own_title='Private', annual_avg_emplvl=516956, annual_avg_wkly_wage=1247, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 64847.0 in [30000, 130000]."
Idaho,I2_MARKET_POSITION,60149,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 16000 Idaho -- Statewide.csv :: CSV data row 602, column 'avg_annual_pay' (area_fips=16000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Idaho -- Statewide', own_title='Private', annual_avg_emplvl=734589, annual_avg_wkly_wage=1157, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 60149.0 in [30000, 130000]."
Illinois,I2_MARKET_POSITION,78251,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 17000 Illinois -- Statewide.csv :: CSV data row 675, column 'avg_annual_pay' (area_fips=17000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Illinois -- Statewide', own_title='Private', annual_avg_emplvl=5236228, annual_avg_wkly_wage=1505, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 78251.0 in [30000, 130000]."
Indiana,I2_MARKET_POSITION,63314,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 18000 Indiana -- Statewide.csv :: CSV data row 591, column 'avg_annual_pay' (area_fips=18000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Indiana -- Statewide', own_title='Private', annual_avg_emplvl=2780349, annual_avg_wkly_wage=1218, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 63314.0 in [30000, 130000]."
Iowa,I2_MARKET_POSITION,61490,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 19000 Iowa -- Statewide.csv :: CSV data row 608, column 'avg_annual_pay' (area_fips=19000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Iowa -- Statewide', own_title='Private', annual_avg_emplvl=1315014, annual_avg_wkly_wage=1182, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 61490.0 in [30000, 130000]."
Kansas,I2_MARKET_POSITION,62204,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 20000 Kansas -- Statewide.csv :: CSV data row 643, column 'avg_annual_pay' (area_fips=20000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Kansas -- Statewide', own_title='Private', annual_avg_emplvl=1182582, annual_avg_wkly_wage=1196, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 62204.0 in [30000, 130000]."
Kentucky,I2_MARKET_POSITION,60561,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 21000 Kentucky -- Statewide.csv :: CSV data row 691, column 'avg_annual_pay' (area_fips=21000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Kentucky -- Statewide', own_title='Private', annual_avg_emplvl=1693939, annual_avg_wkly_wage=1165, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 60561.0 in [30000, 130000]."
Louisiana,I2_MARKET_POSITION,61700,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 22000 Louisiana -- Statewide.csv :: CSV data row 939, column 'avg_annual_pay' (area_fips=22000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Louisiana -- Statewide', own_title='Private', annual_avg_emplvl=1615842, annual_avg_wkly_wage=1187, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 61700.0 in [30000, 130000]."
Maine,I2_MARKET_POSITION,63280,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 23000 Maine -- Statewide.csv :: CSV data row 559, column 'avg_annual_pay' (area_fips=23000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Maine -- Statewide', own_title='Private', annual_avg_emplvl=548061, annual_avg_wkly_wage=1217, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 63280.0 in [30000, 130000]."
Maryland,I2_MARKET_POSITION,75855,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 24000 Maryland -- Statewide.csv :: CSV data row 716, column 'avg_annual_pay' (area_fips=24000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Maryland -- Statewide', own_title='Private', annual_avg_emplvl=2238248, annual_avg_wkly_wage=1459, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 75855.0 in [30000, 130000]."
Massachusetts,I2_MARKET_POSITION,97787,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 25000 Massachusetts -- Statewide.csv :: CSV data row 743, column 'avg_annual_pay' (area_fips=25000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Massachusetts -- Statewide', own_title='Private', annual_avg_emplvl=3198628, annual_avg_wkly_wage=1881, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 97787.0 in [30000, 130000]."
Michigan,I2_MARKET_POSITION,68395,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 26000 Michigan -- Statewide.csv :: CSV data row 697, column 'avg_annual_pay' (area_fips=26000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Michigan -- Statewide', own_title='Private', annual_avg_emplvl=3824885, annual_avg_wkly_wage=1315, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 68395.0 in [30000, 130000]."
Minnesota,I2_MARKET_POSITION,74792,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 27000 Minnesota -- Statewide.csv :: CSV data row 717, column 'avg_annual_pay' (area_fips=27000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Minnesota -- Statewide', own_title='Private', annual_avg_emplvl=2541147, annual_avg_wkly_wage=1438, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 74792.0 in [30000, 130000]."
Mississippi,I2_MARKET_POSITION,50272,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 28000 Mississippi -- Statewide.csv :: CSV data row 763, column 'avg_annual_pay' (area_fips=28000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Mississippi -- Statewide', own_title='Private', annual_avg_emplvl=936506, annual_avg_wkly_wage=967, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 50272.0 in [30000, 130000]."
Missouri,I2_MARKET_POSITION,64752,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 29000 Missouri -- Statewide.csv :: CSV data row 833, column 'avg_annual_pay' (area_fips=29000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Missouri -- Statewide', own_title='Private', annual_avg_emplvl=2482938, annual_avg_wkly_wage=1245, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 64752.0 in [30000, 130000]."
Montana,I2_MARKET_POSITION,59628,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 30000 Montana -- Statewide.csv :: CSV data row 665, column 'avg_annual_pay' (area_fips=30000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Montana -- Statewide', own_title='Private', annual_avg_emplvl=426650, annual_avg_wkly_wage=1147, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 59628.0 in [30000, 130000]."
Nebraska,I2_MARKET_POSITION,60998,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 31000 Nebraska -- Statewide.csv :: CSV data row 641, column 'avg_annual_pay' (area_fips=31000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Nebraska -- Statewide', own_title='Private', annual_avg_emplvl=853147, annual_avg_wkly_wage=1173, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 60998.0 in [30000, 130000]."
Nevada,I2_MARKET_POSITION,65772,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 32000 Nevada -- Statewide.csv :: CSV data row 652, column 'avg_annual_pay' (area_fips=32000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Nevada -- Statewide', own_title='Private', annual_avg_emplvl=1377101, annual_avg_wkly_wage=1265, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 65772.0 in [30000, 130000]."
New Hampshire,I2_MARKET_POSITION,79034,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 33000 New Hampshire -- Statewide.csv :: CSV data row 485, column 'avg_annual_pay' (area_fips=33000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='New Hampshire -- Statewide', own_title='Private', annual_avg_emplvl=604412, annual_avg_wkly_wage=1520, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 79034.0 in [30000, 130000]."
New Jersey,I2_MARKET_POSITION,83688,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 34000 New Jersey -- Statewide.csv :: CSV data row 727, column 'avg_annual_pay' (area_fips=34000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='New Jersey -- Statewide', own_title='Private', annual_avg_emplvl=3678973, annual_avg_wkly_wage=1609, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 83688.0 in [30000, 130000]."
New Mexico,I2_MARKET_POSITION,58897,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 35000 New Mexico -- Statewide.csv :: CSV data row 799, column 'avg_annual_pay' (area_fips=35000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='New Mexico -- Statewide', own_title='Private', annual_avg_emplvl=686080, annual_avg_wkly_wage=1133, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 58897.0 in [30000, 130000]."
New York,I2_MARKET_POSITION,95736,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 36000 New York -- Statewide.csv :: CSV data row 756, column 'avg_annual_pay' (area_fips=36000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='New York -- Statewide', own_title='Private', annual_avg_emplvl=8303012, annual_avg_wkly_wage=1841, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 95736.0 in [30000, 130000]."
